Unnamed: 0;panoid;Latitude;Longitude;date;angle;type
893;QnbzLMVvrPS5zMs2VQyX9Q;11.9259477114046;8.63858176198331;2021-09;90;collected_point
894;QnbzLMVvrPS5zMs2VQyX9Q;11.9259477114046;8.63858176198331;2021-09;180;collected_point
895;QnbzLMVvrPS5zMs2VQyX9Q;11.9259477114046;8.63858176198331;2021-09;270;collected_point
896;HAYtRZydEA1Bt6-qdXieKw;11.9276024337485;8.63717901696349;2021-09;0;collected_point
897;HAYtRZydEA1Bt6-qdXieKw;11.9276024337485;8.63717901696349;2021-09;90;collected_point
898;HAYtRZydEA1Bt6-qdXieKw;11.9276024337485;8.63717901696349;2021-09;180;collected_point
899;HAYtRZydEA1Bt6-qdXieKw;11.9276024337485;8.63717901696349;2021-09;270;collected_point
900;YE-FDWVjxG1Qx3hOYZL2_Q;11.9287471158648;8.63558298324076;2021-09;0;collected_point
901;YE-FDWVjxG1Qx3hOYZL2_Q;11.9287471158648;8.63558298324076;2021-09;90;collected_point
902;YE-FDWVjxG1Qx3hOYZL2_Q;11.9287471158648;8.63558298324076;2021-09;180;collected_point
903;YE-FDWVjxG1Qx3hOYZL2_Q;11.9287471158648;8.63558298324076;2021-09;270;collected_point
904;AJdmhDs-ourSILpzol4kTw;11.9317130882808;8.63162333259598;2021-08;0;collected_point
905;AJdmhDs-ourSILpzol4kTw;11.9317130882808;8.63162333259598;2021-08;90;collected_point
906;AJdmhDs-ourSILpzol4kTw;11.9317130882808;8.63162333259598;2021-08;180;collected_point
907;AJdmhDs-ourSILpzol4kTw;11.9317130882808;8.63162333259598;2021-08;270;collected_point
908;StQhQC0ZdyfozTgHqu-5oA;11.9322494845598;8.63083065525191;2021-08;0;collected_point
909;StQhQC0ZdyfozTgHqu-5oA;11.9322494845598;8.63083065525191;2021-08;90;collected_point
910;StQhQC0ZdyfozTgHqu-5oA;11.9322494845598;8.63083065525191;2021-08;180;collected_point
911;StQhQC0ZdyfozTgHqu-5oA;11.9322494845598;8.63083065525191;2021-08;270;collected_point
912;n9eBK9shQqpbkmfDVj4hqw;11.9328494703342;8.62996457573394;2021-08;0;collected_point
913;n9eBK9shQqpbkmfDVj4hqw;11.9328494703342;8.62996457573394;2021-08;90;collected_point
914;n9eBK9shQqpbkmfDVj4hqw;11.9328494703342;8.62996457573394;2021-08;180;collected_point
915;n9eBK9shQqpbkmfDVj4hqw;11.9328494703342;8.62996457573394;2021-08;270;collected_point
916;lmMNOCu7U82l2T55YX8KAg;11.9333624656936;8.62922619680359;2021-08;0;collected_point
917;lmMNOCu7U82l2T55YX8KAg;11.9333624656936;8.62922619680359;2021-08;90;collected_point
918;lmMNOCu7U82l2T55YX8KAg;11.9333624656936;8.62922619680359;2021-08;180;collected_point
919;lmMNOCu7U82l2T55YX8KAg;11.9333624656936;8.62922619680359;2021-08;270;collected_point
920;hLpkZl80L1kXBsQUeEQ6dA;11.9340088048514;8.62839587511872;2021-09;0;collected_point
921;hLpkZl80L1kXBsQUeEQ6dA;11.9340088048514;8.62839587511872;2021-09;90;collected_point
922;hLpkZl80L1kXBsQUeEQ6dA;11.9340088048514;8.62839587511872;2021-09;180;collected_point
923;hLpkZl80L1kXBsQUeEQ6dA;11.9340088048514;8.62839587511872;2021-09;270;collected_point
924;lRop_y9TvdTRkblwN0w11g;11.9435357016956;8.61136876576353;2021-08;0;collected_point
925;lRop_y9TvdTRkblwN0w11g;11.9435357016956;8.61136876576353;2021-08;90;collected_point
926;lRop_y9TvdTRkblwN0w11g;11.9435357016956;8.61136876576353;2021-08;180;collected_point
927;lRop_y9TvdTRkblwN0w11g;11.9435357016956;8.61136876576353;2021-08;270;collected_point
928;jipY_eCBYps6gEmSS3TwNw;11.9442891561315;8.61182447144861;2021-08;0;collected_point
929;jipY_eCBYps6gEmSS3TwNw;11.9442891561315;8.61182447144861;2021-08;90;collected_point
930;jipY_eCBYps6gEmSS3TwNw;11.9442891561315;8.61182447144861;2021-08;180;collected_point
931;jipY_eCBYps6gEmSS3TwNw;11.9442891561315;8.61182447144861;2021-08;270;collected_point
932;383FK_MJ2G-m4Q1Wog0TAQ;11.9633890012191;8.58830337228254;2021-08;0;collected_point
933;383FK_MJ2G-m4Q1Wog0TAQ;11.9633890012191;8.58830337228254;2021-08;90;collected_point
934;383FK_MJ2G-m4Q1Wog0TAQ;11.9633890012191;8.58830337228254;2021-08;180;collected_point
935;383FK_MJ2G-m4Q1Wog0TAQ;11.9633890012191;8.58830337228254;2021-08;270;collected_point
936;lV8MCU6VI3OASlq0PGtatw;11.9647815310848;8.58446373289701;2021-08;0;collected_point
937;lV8MCU6VI3OASlq0PGtatw;11.9647815310848;8.58446373289701;2021-08;90;collected_point
938;lV8MCU6VI3OASlq0PGtatw;11.9647815310848;8.58446373289701;2021-08;180;collected_point
939;lV8MCU6VI3OASlq0PGtatw;11.9647815310848;8.58446373289701;2021-08;270;collected_point
940;vnLf01uVq0mznNDVsoCEoA;11.9689963255961;8.57645160935391;2021-08;0;collected_point
941;vnLf01uVq0mznNDVsoCEoA;11.9689963255961;8.57645160935391;2021-08;90;collected_point
942;vnLf01uVq0mznNDVsoCEoA;11.9689963255961;8.57645160935391;2021-08;180;collected_point
943;vnLf01uVq0mznNDVsoCEoA;11.9689963255961;8.57645160935391;2021-08;270;collected_point
944;XASICdKDogPiFzmF-KM5YQ;11.9694826943627;8.57560660475597;2021-08;0;collected_point
945;XASICdKDogPiFzmF-KM5YQ;11.9694826943627;8.57560660475597;2021-08;90;collected_point
946;XASICdKDogPiFzmF-KM5YQ;11.9694826943627;8.57560660475597;2021-08;180;collected_point
947;XASICdKDogPiFzmF-KM5YQ;11.9694826943627;8.57560660475597;2021-08;270;collected_point
948;EvkavgV3V11mRuPhAwo_7Q;11.9700265323662;8.57472245781569;2021-08;0;collected_point
949;EvkavgV3V11mRuPhAwo_7Q;11.9700265323662;8.57472245781569;2021-08;90;collected_point
950;EvkavgV3V11mRuPhAwo_7Q;11.9700265323662;8.57472245781569;2021-08;180;collected_point
951;EvkavgV3V11mRuPhAwo_7Q;11.9700265323662;8.57472245781569;2021-08;270;collected_point
952;hmP8fIY0Zt7XUYR9w6vktw;11.9704803524922;8.57403592221967;2021-08;0;collected_point
953;hmP8fIY0Zt7XUYR9w6vktw;11.9704803524922;8.57403592221967;2021-08;90;collected_point
954;hmP8fIY0Zt7XUYR9w6vktw;11.9704803524922;8.57403592221967;2021-08;180;collected_point
955;hmP8fIY0Zt7XUYR9w6vktw;11.9704803524922;8.57403592221967;2021-08;270;collected_point
956;UEvMHj4w_4MK8ZSexDVnhA;11.9709894681419;8.57314433226111;2021-08;0;collected_point
957;UEvMHj4w_4MK8ZSexDVnhA;11.9709894681419;8.57314433226111;2021-08;90;collected_point
958;UEvMHj4w_4MK8ZSexDVnhA;11.9709894681419;8.57314433226111;2021-08;180;collected_point
959;UEvMHj4w_4MK8ZSexDVnhA;11.9709894681419;8.57314433226111;2021-08;270;collected_point
960;CCm8sSqtiUxff-4RTPYG0A;11.9710210607243;8.57156120952361;2021-08;0;collected_point
961;CCm8sSqtiUxff-4RTPYG0A;11.9710210607243;8.57156120952361;2021-08;90;collected_point
962;CCm8sSqtiUxff-4RTPYG0A;11.9710210607243;8.57156120952361;2021-08;180;collected_point
963;CCm8sSqtiUxff-4RTPYG0A;11.9710210607243;8.57156120952361;2021-08;270;collected_point
964;665ICIIYxT29vfVMLYJO5g;11.9723864972729;8.43906425534977;2021-08;0;collected_point
965;665ICIIYxT29vfVMLYJO5g;11.9723864972729;8.43906425534977;2021-08;90;collected_point
966;665ICIIYxT29vfVMLYJO5g;11.9723864972729;8.43906425534977;2021-08;180;collected_point
967;665ICIIYxT29vfVMLYJO5g;11.9723864972729;8.43906425534977;2021-08;270;collected_point
968;dN8Ow-3sy6Eeija_Clj4hA;11.9731204864775;8.44112840113038;2021-08;0;collected_point
969;dN8Ow-3sy6Eeija_Clj4hA;11.9731204864775;8.44112840113038;2021-08;90;collected_point
970;dN8Ow-3sy6Eeija_Clj4hA;11.9731204864775;8.44112840113038;2021-08;180;collected_point
971;dN8Ow-3sy6Eeija_Clj4hA;11.9731204864775;8.44112840113038;2021-08;270;collected_point
972;21NecjebFJO6TUY01H8y8A;11.9735131477884;8.44219091648135;2021-08;0;collected_point
973;21NecjebFJO6TUY01H8y8A;11.9735131477884;8.44219091648135;2021-08;90;collected_point
974;21NecjebFJO6TUY01H8y8A;11.9735131477884;8.44219091648135;2021-08;180;collected_point
975;21NecjebFJO6TUY01H8y8A;11.9735131477884;8.44219091648135;2021-08;270;collected_point
976;G7NLC76PleCbYLTkCjMmjA;11.974141663024;8.44429356289899;2021-08;0;detected_crop
977;G7NLC76PleCbYLTkCjMmjA;11.974141663024;8.44429356289899;2021-08;90;detected_crop
978;G7NLC76PleCbYLTkCjMmjA;11.974141663024;8.44429356289899;2021-08;180;collected_point
979;G7NLC76PleCbYLTkCjMmjA;11.974141663024;8.44429356289899;2021-08;270;collected_point
980;A7L0JYrsnxoJ2p-93X-bGQ;11.9749359114379;8.44592088630913;2021-08;0;collected_point
981;A7L0JYrsnxoJ2p-93X-bGQ;11.9749359114379;8.44592088630913;2021-08;90;collected_point
982;A7L0JYrsnxoJ2p-93X-bGQ;11.9749359114379;8.44592088630913;2021-08;180;collected_point
983;A7L0JYrsnxoJ2p-93X-bGQ;11.9749359114379;8.44592088630913;2021-08;270;collected_point
984;5PWaiRnZUOIvtVnS59_31g;11.9752950149207;8.44678427588686;2021-08;0;collected_point
985;5PWaiRnZUOIvtVnS59_31g;11.9752950149207;8.44678427588686;2021-08;90;collected_point
986;5PWaiRnZUOIvtVnS59_31g;11.9752950149207;8.44678427588686;2021-08;180;collected_point
987;5PWaiRnZUOIvtVnS59_31g;11.9752950149207;8.44678427588686;2021-08;270;collected_point
988;44x1rT4JVSlqP9eq6JGS2Q;11.9754989780114;8.44769345694188;2021-08;0;collected_point
989;44x1rT4JVSlqP9eq6JGS2Q;11.9754989780114;8.44769345694188;2021-08;90;collected_point
990;44x1rT4JVSlqP9eq6JGS2Q;11.9754989780114;8.44769345694188;2021-08;180;collected_point
991;44x1rT4JVSlqP9eq6JGS2Q;11.9754989780114;8.44769345694188;2021-08;270;collected_point
992;z88UCu4d33O5ToRQXApw4w;11.9758953800927;8.44858231070971;2021-08;0;collected_point
993;z88UCu4d33O5ToRQXApw4w;11.9758953800927;8.44858231070971;2021-08;90;collected_point
994;z88UCu4d33O5ToRQXApw4w;11.9758953800927;8.44858231070971;2021-08;180;collected_point
995;z88UCu4d33O5ToRQXApw4w;11.9758953800927;8.44858231070971;2021-08;270;collected_point
996;F5Ebe3bpqMD2tUBrFj6WFQ;11.9769474839201;8.45151183633431;2021-08;0;collected_point
997;F5Ebe3bpqMD2tUBrFj6WFQ;11.9769474839201;8.45151183633431;2021-08;90;collected_point
998;F5Ebe3bpqMD2tUBrFj6WFQ;11.9769474839201;8.45151183633431;2021-08;180;collected_point
999;F5Ebe3bpqMD2tUBrFj6WFQ;11.9769474839201;8.45151183633431;2021-08;270;collected_point
1000;Wq9Zd9_D-Igkz56UozS7Kg;11.9773795017692;8.45338883171767;2021-08;0;collected_point
1001;Wq9Zd9_D-Igkz56UozS7Kg;11.9773795017692;8.45338883171767;2021-08;90;collected_point
1002;Wq9Zd9_D-Igkz56UozS7Kg;11.9773795017692;8.45338883171767;2021-08;180;collected_point
1003;Wq9Zd9_D-Igkz56UozS7Kg;11.9773795017692;8.45338883171767;2021-08;270;collected_point
1004;x0mUsWjtDCRTs5h9jOHP3w;11.9780131555251;8.45452275217833;2021-08;0;collected_point
1005;x0mUsWjtDCRTs5h9jOHP3w;11.9780131555251;8.45452275217833;2021-08;90;collected_point
1006;x0mUsWjtDCRTs5h9jOHP3w;11.9780131555251;8.45452275217833;2021-08;180;collected_point
1007;x0mUsWjtDCRTs5h9jOHP3w;11.9780131555251;8.45452275217833;2021-08;270;collected_point
1008;cHvV4pBHQvA-rH03QZCXFw;11.9785484296652;8.45631595004511;2021-08;0;collected_point
1009;cHvV4pBHQvA-rH03QZCXFw;11.9785484296652;8.45631595004511;2021-08;90;collected_point
1010;cHvV4pBHQvA-rH03QZCXFw;11.9785484296652;8.45631595004511;2021-08;180;collected_point
1011;cHvV4pBHQvA-rH03QZCXFw;11.9785484296652;8.45631595004511;2021-08;270;collected_point
1012;f39yZpF4RY5UNnwTqGAisQ;11.9789153173828;8.45721202094429;2021-08;0;collected_point
1013;f39yZpF4RY5UNnwTqGAisQ;11.9789153173828;8.45721202094429;2021-08;90;collected_point
1014;f39yZpF4RY5UNnwTqGAisQ;11.9789153173828;8.45721202094429;2021-08;180;collected_point
1015;f39yZpF4RY5UNnwTqGAisQ;11.9789153173828;8.45721202094429;2021-08;270;collected_point
1016;GpZyVw3pH5QUYW-Z8C9ukw;11.9793095156081;8.45906772946038;2021-08;0;collected_point
1017;GpZyVw3pH5QUYW-Z8C9ukw;11.9793095156081;8.45906772946038;2021-08;90;collected_point
1018;GpZyVw3pH5QUYW-Z8C9ukw;11.9793095156081;8.45906772946038;2021-08;180;collected_point
1019;GpZyVw3pH5QUYW-Z8C9ukw;11.9793095156081;8.45906772946038;2021-08;270;collected_point
1020;eNnETp862XBvEKkkaW1U7w;11.980333344285;8.46098861058926;2021-08;0;collected_point
1021;eNnETp862XBvEKkkaW1U7w;11.980333344285;8.46098861058926;2021-08;90;collected_point
1022;eNnETp862XBvEKkkaW1U7w;11.980333344285;8.46098861058926;2021-08;180;collected_point
1023;eNnETp862XBvEKkkaW1U7w;11.980333344285;8.46098861058926;2021-08;270;collected_point
1024;77LBOi8BzYyafmUuniZBFg;11.980570903184;8.46177273127813;2021-08;0;collected_point
1025;77LBOi8BzYyafmUuniZBFg;11.980570903184;8.46177273127813;2021-08;90;collected_point
1026;77LBOi8BzYyafmUuniZBFg;11.980570903184;8.46177273127813;2021-08;180;collected_point
1027;77LBOi8BzYyafmUuniZBFg;11.980570903184;8.46177273127813;2021-08;270;collected_point
1028;4b15fLXMWH6RdtHs4jrwLw;11.9809622468533;8.46285027227783;2021-08;0;collected_point
1029;4b15fLXMWH6RdtHs4jrwLw;11.9809622468533;8.46285027227783;2021-08;90;collected_point
1030;4b15fLXMWH6RdtHs4jrwLw;11.9809622468533;8.46285027227783;2021-08;180;collected_point
1031;4b15fLXMWH6RdtHs4jrwLw;11.9809622468533;8.46285027227783;2021-08;270;collected_point
1032;8UlAO8vhUnuT1UgLmD1WgQ;11.9812653495448;8.46390221230722;2021-08;0;collected_point
1033;8UlAO8vhUnuT1UgLmD1WgQ;11.9812653495448;8.46390221230722;2021-08;90;collected_point
1034;8UlAO8vhUnuT1UgLmD1WgQ;11.9812653495448;8.46390221230722;2021-08;180;collected_point
1035;8UlAO8vhUnuT1UgLmD1WgQ;11.9812653495448;8.46390221230722;2021-08;270;collected_point
1036;gxrd_5CH9XzVn2cpZSf0Yw;11.9880589876681;8.4824544703996;2021-08;0;collected_point
1037;gxrd_5CH9XzVn2cpZSf0Yw;11.9880589876681;8.4824544703996;2021-08;90;collected_point
1038;gxrd_5CH9XzVn2cpZSf0Yw;11.9880589876681;8.4824544703996;2021-08;180;collected_point
1039;gxrd_5CH9XzVn2cpZSf0Yw;11.9880589876681;8.4824544703996;2021-08;270;collected_point
1040;ORU3r6OWtwB_UGpM5WN8Fw;11.9942062377577;8.48979172266188;2021-08;0;collected_point
1041;ORU3r6OWtwB_UGpM5WN8Fw;11.9942062377577;8.48979172266188;2021-08;90;collected_point
1042;ORU3r6OWtwB_UGpM5WN8Fw;11.9942062377577;8.48979172266188;2021-08;180;collected_point
1043;ORU3r6OWtwB_UGpM5WN8Fw;11.9942062377577;8.48979172266188;2021-08;270;collected_point
1044;bxp5Qxj0PGKzoFmpzOmryw;11.9956255977206;8.49469484349908;2021-07;0;collected_point
1045;bxp5Qxj0PGKzoFmpzOmryw;11.9956255977206;8.49469484349908;2021-07;90;collected_point
1046;bxp5Qxj0PGKzoFmpzOmryw;11.9956255977206;8.49469484349908;2021-07;180;collected_point
1047;bxp5Qxj0PGKzoFmpzOmryw;11.9956255977206;8.49469484349908;2021-07;270;collected_point
1048;0BWaKljrQfkqf7G3jnoGYw;11.8647109468302;8.45534706710482;2021-09;0;collected_point
1049;0BWaKljrQfkqf7G3jnoGYw;11.8647109468302;8.45534706710482;2021-09;90;crop
1050;0BWaKljrQfkqf7G3jnoGYw;11.8647109468302;8.45534706710482;2021-09;180;collected_point
1051;0BWaKljrQfkqf7G3jnoGYw;11.8647109468302;8.45534706710482;2021-09;270;crop
1052;5oU8K2XnsqsHWiTtTBTMFQ;11.8551629344088;8.45434513392039;2021-09;0;collected_point
1053;5oU8K2XnsqsHWiTtTBTMFQ;11.8551629344088;8.45434513392039;2021-09;90;collected_point
1054;5oU8K2XnsqsHWiTtTBTMFQ;11.8551629344088;8.45434513392039;2021-09;180;collected_point
1055;5oU8K2XnsqsHWiTtTBTMFQ;11.8551629344088;8.45434513392039;2021-09;270;collected_point
1056;mYbnld0MvP2rd6RHjKA9Ow;11.9454389637126;8.44851953820548;2021-08;0;detected_crop
1057;mYbnld0MvP2rd6RHjKA9Ow;11.9454389637126;8.44851953820548;2021-08;90;detected_crop
1058;mYbnld0MvP2rd6RHjKA9Ow;11.9454389637126;8.44851953820548;2021-08;180;crop
1059;mYbnld0MvP2rd6RHjKA9Ow;11.9454389637126;8.44851953820548;2021-08;270;crop
1060;m1xn1eU6VGeyi5F-1gADyg;11.9438564898324;8.44766859931834;2021-09;0;collected_point
1061;m1xn1eU6VGeyi5F-1gADyg;11.9438564898324;8.44766859931834;2021-09;90;collected_point
1062;m1xn1eU6VGeyi5F-1gADyg;11.9438564898324;8.44766859931834;2021-09;180;collected_point
1063;m1xn1eU6VGeyi5F-1gADyg;11.9438564898324;8.44766859931834;2021-09;270;collected_point
1064;Bi2_BtZO2WVh46BLVtJ0Ew;11.9433722879898;8.44683993288428;2021-09;0;collected_point
1065;Bi2_BtZO2WVh46BLVtJ0Ew;11.9433722879898;8.44683993288428;2021-09;90;collected_point
1066;Bi2_BtZO2WVh46BLVtJ0Ew;11.9433722879898;8.44683993288428;2021-09;180;collected_point
1067;Bi2_BtZO2WVh46BLVtJ0Ew;11.9433722879898;8.44683993288428;2021-09;270;collected_point
1068;WMe9TkVOPXk-rhuaZuVJ8Q;11.939836610597;8.44326030952707;2021-09;0;collected_point
1069;WMe9TkVOPXk-rhuaZuVJ8Q;11.939836610597;8.44326030952707;2021-09;90;collected_point
1070;WMe9TkVOPXk-rhuaZuVJ8Q;11.939836610597;8.44326030952707;2021-09;180;collected_point
1071;WMe9TkVOPXk-rhuaZuVJ8Q;11.939836610597;8.44326030952707;2021-09;270;collected_point
1072;li5CfXHAHA4SYdC_FmQHdA;11.9390947638128;8.44262777734859;2021-09;0;collected_point
1073;li5CfXHAHA4SYdC_FmQHdA;11.9390947638128;8.44262777734859;2021-09;90;collected_point
1074;li5CfXHAHA4SYdC_FmQHdA;11.9390947638128;8.44262777734859;2021-09;180;collected_point
1075;li5CfXHAHA4SYdC_FmQHdA;11.9390947638128;8.44262777734859;2021-09;270;collected_point
1076;HoBq9N6FPf6WXc25BdRw2Q;11.9383294770046;8.44201140255224;2021-09;0;collected_point
1077;HoBq9N6FPf6WXc25BdRw2Q;11.9383294770046;8.44201140255224;2021-09;90;collected_point
1078;HoBq9N6FPf6WXc25BdRw2Q;11.9383294770046;8.44201140255224;2021-09;180;collected_point
1079;HoBq9N6FPf6WXc25BdRw2Q;11.9383294770046;8.44201140255224;2021-09;270;crop
1080;TbZnEfdj9zRkMsI4aCStVA;11.937514488011;8.44135461119507;2021-09;0;collected_point
1081;TbZnEfdj9zRkMsI4aCStVA;11.937514488011;8.44135461119507;2021-09;90;collected_point
1082;TbZnEfdj9zRkMsI4aCStVA;11.937514488011;8.44135461119507;2021-09;180;collected_point
1083;TbZnEfdj9zRkMsI4aCStVA;11.937514488011;8.44135461119507;2021-09;270;crop
1084;v_7v3bW6vndwhM_jTIQr3w;11.9367863444646;8.44075163693604;2021-09;0;collected_point
1085;v_7v3bW6vndwhM_jTIQr3w;11.9367863444646;8.44075163693604;2021-09;90;collected_point
1086;v_7v3bW6vndwhM_jTIQr3w;11.9367863444646;8.44075163693604;2021-09;180;collected_point
1087;v_7v3bW6vndwhM_jTIQr3w;11.9367863444646;8.44075163693604;2021-09;270;collected_point
1088;xX1IYtiXRQGnQcmUAd5qLQ;11.9324196576845;8.43641547006689;2021-09;0;collected_point
1089;xX1IYtiXRQGnQcmUAd5qLQ;11.9324196576845;8.43641547006689;2021-09;90;collected_point
1090;xX1IYtiXRQGnQcmUAd5qLQ;11.9324196576845;8.43641547006689;2021-09;180;collected_point
1091;xX1IYtiXRQGnQcmUAd5qLQ;11.9324196576845;8.43641547006689;2021-09;270;crop
1092;bb0dgme6UG9nq27tQBTiPw;11.9318587673916;8.43569178183525;2021-09;0;collected_point
1093;bb0dgme6UG9nq27tQBTiPw;11.9318587673916;8.43569178183525;2021-09;90;collected_point
1094;bb0dgme6UG9nq27tQBTiPw;11.9318587673916;8.43569178183525;2021-09;180;collected_point
1095;bb0dgme6UG9nq27tQBTiPw;11.9318587673916;8.43569178183525;2021-09;270;detected_crop
1096;xjDXdGhBndxX0ZjdZzs9yQ;11.9311952786612;8.43482676264277;2021-09;0;crop
1097;xjDXdGhBndxX0ZjdZzs9yQ;11.9311952786612;8.43482676264277;2021-09;90;collected_point
1098;xjDXdGhBndxX0ZjdZzs9yQ;11.9311952786612;8.43482676264277;2021-09;180;collected_point
1099;xjDXdGhBndxX0ZjdZzs9yQ;11.9311952786612;8.43482676264277;2021-09;270;crop
1100;OXm9sh5DCjGVhWSvXWY46Q;11.930585671212;8.43403547589518;2021-09;0;collected_point
1101;OXm9sh5DCjGVhWSvXWY46Q;11.930585671212;8.43403547589518;2021-09;90;collected_point
1102;OXm9sh5DCjGVhWSvXWY46Q;11.930585671212;8.43403547589518;2021-09;180;collected_point
1103;OXm9sh5DCjGVhWSvXWY46Q;11.930585671212;8.43403547589518;2021-09;270;collected_point
1104;p-aNQ_fH-tq_bIcPBUJibA;11.9236067447215;8.42699652128575;2021-09;0;collected_point
1105;p-aNQ_fH-tq_bIcPBUJibA;11.9236067447215;8.42699652128575;2021-09;90;collected_point
1106;p-aNQ_fH-tq_bIcPBUJibA;11.9236067447215;8.42699652128575;2021-09;180;collected_point
1107;p-aNQ_fH-tq_bIcPBUJibA;11.9236067447215;8.42699652128575;2021-09;270;collected_point
1108;hoPSy82NFrj8wq9j9brunQ;11.9227271198303;8.42664635221581;2021-09;0;crop
1109;hoPSy82NFrj8wq9j9brunQ;11.9227271198303;8.42664635221581;2021-09;90;collected_point
1110;hoPSy82NFrj8wq9j9brunQ;11.9227271198303;8.42664635221581;2021-09;180;collected_point
1111;hoPSy82NFrj8wq9j9brunQ;11.9227271198303;8.42664635221581;2021-09;270;crop
1112;_ug8mg4SJJzpfMIcy8KgZg;11.8885117489888;8.38914340446668;2021-09;0;collected_point
1113;_ug8mg4SJJzpfMIcy8KgZg;11.8885117489888;8.38914340446668;2021-09;90;collected_point
1114;_ug8mg4SJJzpfMIcy8KgZg;11.8885117489888;8.38914340446668;2021-09;180;collected_point
1115;_ug8mg4SJJzpfMIcy8KgZg;11.8885117489888;8.38914340446668;2021-09;270;collected_point
1116;RTg4kUkhDP4o4oaowul2_Q;11.8879027594823;8.3884121450069;2021-09;0;collected_point
1117;RTg4kUkhDP4o4oaowul2_Q;11.8879027594823;8.3884121450069;2021-09;90;collected_point
1118;RTg4kUkhDP4o4oaowul2_Q;11.8879027594823;8.3884121450069;2021-09;180;collected_point
1119;RTg4kUkhDP4o4oaowul2_Q;11.8879027594823;8.3884121450069;2021-09;270;detected_crop
1120;9qLr4RATQf2XVn8UI9kpzQ;11.8872422123878;8.38759851855943;2021-09;0;collected_point
1121;9qLr4RATQf2XVn8UI9kpzQ;11.8872422123878;8.38759851855943;2021-09;90;collected_point
1122;9qLr4RATQf2XVn8UI9kpzQ;11.8872422123878;8.38759851855943;2021-09;180;collected_point
1123;9qLr4RATQf2XVn8UI9kpzQ;11.8872422123878;8.38759851855943;2021-09;270;collected_point
1124;rVIUS879yV9_1lwICMv7AQ;11.8866377823928;8.38688508694113;2021-09;0;collected_point
1125;rVIUS879yV9_1lwICMv7AQ;11.8866377823928;8.38688508694113;2021-09;90;collected_point
1126;rVIUS879yV9_1lwICMv7AQ;11.8866377823928;8.38688508694113;2021-09;180;collected_point
1127;rVIUS879yV9_1lwICMv7AQ;11.8866377823928;8.38688508694113;2021-09;270;crop
1128;F0Y_9GwXQzgas7an8USnVA;11.8859785585434;8.38614013479492;2021-09;0;crop
1129;F0Y_9GwXQzgas7an8USnVA;11.8859785585434;8.38614013479492;2021-09;90;collected_point
1130;F0Y_9GwXQzgas7an8USnVA;11.8859785585434;8.38614013479492;2021-09;180;collected_point
1131;F0Y_9GwXQzgas7an8USnVA;11.8859785585434;8.38614013479492;2021-09;270;crop
1132;e-02MCzI1Fnm77vy8oO1cA;11.8852857467334;8.38536132153652;2021-09;0;collected_point
1133;e-02MCzI1Fnm77vy8oO1cA;11.8852857467334;8.38536132153652;2021-09;90;collected_point
1134;e-02MCzI1Fnm77vy8oO1cA;11.8852857467334;8.38536132153652;2021-09;180;collected_point
1135;e-02MCzI1Fnm77vy8oO1cA;11.8852857467334;8.38536132153652;2021-09;270;crop
1136;I0hM289rhGyweIa6YFX6ow;11.8846659035823;8.3846788526471;2021-09;0;crop
1137;I0hM289rhGyweIa6YFX6ow;11.8846659035823;8.3846788526471;2021-09;90;collected_point
1138;I0hM289rhGyweIa6YFX6ow;11.8846659035823;8.3846788526471;2021-09;180;collected_point
1139;I0hM289rhGyweIa6YFX6ow;11.8846659035823;8.3846788526471;2021-09;270;crop
1140;0UnZ7xC4eNLjFO950LDUSQ;11.8839301822978;8.38393024305158;2021-09;0;collected_point
1141;0UnZ7xC4eNLjFO950LDUSQ;11.8839301822978;8.38393024305158;2021-09;90;collected_point
1142;0UnZ7xC4eNLjFO950LDUSQ;11.8839301822978;8.38393024305158;2021-09;180;crop
1143;0UnZ7xC4eNLjFO950LDUSQ;11.8839301822978;8.38393024305158;2021-09;270;crop
1144;8PGpAhxLuoUZYJuGDdC19g;11.8832034465101;8.38325673498406;2021-09;0;collected_point
1145;8PGpAhxLuoUZYJuGDdC19g;11.8832034465101;8.38325673498406;2021-09;90;collected_point
1146;8PGpAhxLuoUZYJuGDdC19g;11.8832034465101;8.38325673498406;2021-09;180;collected_point
1147;8PGpAhxLuoUZYJuGDdC19g;11.8832034465101;8.38325673498406;2021-09;270;collected_point
1148;c2B93XHeoAKNDQun9yw0wA;11.8824211626184;8.38255103818193;2021-09;0;collected_point
1149;c2B93XHeoAKNDQun9yw0wA;11.8824211626184;8.38255103818193;2021-09;90;collected_point
1150;c2B93XHeoAKNDQun9yw0wA;11.8824211626184;8.38255103818193;2021-09;180;collected_point
1151;c2B93XHeoAKNDQun9yw0wA;11.8824211626184;8.38255103818193;2021-09;270;collected_point
1152;e8UCxq1_Elovpc3AnAcPww;11.8816331649382;8.38191291473204;2021-09;0;collected_point
1153;e8UCxq1_Elovpc3AnAcPww;11.8816331649382;8.38191291473204;2021-09;90;collected_point
1154;e8UCxq1_Elovpc3AnAcPww;11.8816331649382;8.38191291473204;2021-09;180;collected_point
1155;e8UCxq1_Elovpc3AnAcPww;11.8816331649382;8.38191291473204;2021-09;270;crop
1156;vwUMO7q6kktx0jGjUH9zkA;11.8809372580636;8.38131986871447;2021-09;0;collected_point
1157;vwUMO7q6kktx0jGjUH9zkA;11.8809372580636;8.38131986871447;2021-09;90;collected_point
