panoid,Latitude,Longitude,date,angle,type
zAc1xeFwT2L8ZCZHGjXp7w,0.27624846672979,34.2236209447617,2021-11,270,undecided
uiLwB3IPa2a1J9uFn8nfEw,0.27573420030156,34.2237223035569,2021-11,0,undecided
uiLwB3IPa2a1J9uFn8nfEw,0.27573420030156,34.2237223035569,2021-11,90,non_crop
uiLwB3IPa2a1J9uFn8nfEw,0.27573420030156,34.2237223035569,2021-11,180,undecided
uiLwB3IPa2a1J9uFn8nfEw,0.27573420030156,34.2237223035569,2021-11,270,undecided
zAzlDb1nwJdTO5NLAKyRpw,0.275132613774197,34.2238372332656,2021-11,0,non_crop
zAzlDb1nwJdTO5NLAKyRpw,0.275132613774197,34.2238372332656,2021-11,90,undecided
zAzlDb1nwJdTO5NLAKyRpw,0.275132613774197,34.2238372332656,2021-11,180,undecided
zAzlDb1nwJdTO5NLAKyRpw,0.275132613774197,34.2238372332656,2021-11,270,undecided
gSLx-kCs81WyC5p0dReytg,0.274783030035958,34.2239010170699,2021-11,0,non_crop
gSLx-kCs81WyC5p0dReytg,0.274783030035958,34.2239010170699,2021-11,90,undecided
gSLx-kCs81WyC5p0dReytg,0.274783030035958,34.2239010170699,2021-11,180,undecided
gSLx-kCs81WyC5p0dReytg,0.274783030035958,34.2239010170699,2021-11,270,undecided
MLBfUuvB0n3DXiD-DEIWsQ,0.274291948911031,34.2239969471476,2021-11,0,non_crop
MLBfUuvB0n3DXiD-DEIWsQ,0.274291948911031,34.2239969471476,2021-11,90,non_crop
MLBfUuvB0n3DXiD-DEIWsQ,0.274291948911031,34.2239969471476,2021-11,180,undecided
MLBfUuvB0n3DXiD-DEIWsQ,0.274291948911031,34.2239969471476,2021-11,270,crop
z8t8E3HAV3aWHdk8DQKKFg,0.273850222327311,34.2240809176885,2021-11,0,undecided
z8t8E3HAV3aWHdk8DQKKFg,0.273850222327311,34.2240809176885,2021-11,90,undecided
z8t8E3HAV3aWHdk8DQKKFg,0.273850222327311,34.2240809176885,2021-11,180,undecided
z8t8E3HAV3aWHdk8DQKKFg,0.273850222327311,34.2240809176885,2021-11,270,crop
bJTnbwJBLHjuo9oyBgCSkg,0.273335149500272,34.2241882980837,2018-06,0,crop
bJTnbwJBLHjuo9oyBgCSkg,0.273335149500272,34.2241882980837,2018-06,90,undecided
bJTnbwJBLHjuo9oyBgCSkg,0.273335149500272,34.2241882980837,2018-06,180,undecided
bJTnbwJBLHjuo9oyBgCSkg,0.273335149500272,34.2241882980837,2018-06,270,crop
UY_2Xgk6GaMsi_UOyKVo7Q,0.273354255896021,34.2241697228113,2021-11,0,undecided
UY_2Xgk6GaMsi_UOyKVo7Q,0.273354255896021,34.2241697228113,2021-11,90,undecided
UY_2Xgk6GaMsi_UOyKVo7Q,0.273354255896021,34.2241697228113,2021-11,180,undecided
UY_2Xgk6GaMsi_UOyKVo7Q,0.273354255896021,34.2241697228113,2021-11,270,undecided
MUxIHgL8r7Sjiw5wg22VGQ,0.272822605362563,34.2242689605235,2021-11,0,undecided
MUxIHgL8r7Sjiw5wg22VGQ,0.272822605362563,34.2242689605235,2021-11,90,undecided
MUxIHgL8r7Sjiw5wg22VGQ,0.272822605362563,34.2242689605235,2021-11,180,undecided
MUxIHgL8r7Sjiw5wg22VGQ,0.272822605362563,34.2242689605235,2021-11,270,undecided
69u6M9OooE1jA0aAkiEvoA,0.272308376138972,34.2243598011023,2021-11,0,undecided
69u6M9OooE1jA0aAkiEvoA,0.272308376138972,34.2243598011023,2021-11,90,crop
69u6M9OooE1jA0aAkiEvoA,0.272308376138972,34.2243598011023,2021-11,180,undecided
69u6M9OooE1jA0aAkiEvoA,0.272308376138972,34.2243598011023,2021-11,270,undecided
12OP7t9bYvdqm-h8AlvOFw,0.26941527358497,34.2245955111947,2021-11,0,non_crop
12OP7t9bYvdqm-h8AlvOFw,0.26941527358497,34.2245955111947,2021-11,90,undecided
12OP7t9bYvdqm-h8AlvOFw,0.26941527358497,34.2245955111947,2021-11,180,undecided
12OP7t9bYvdqm-h8AlvOFw,0.26941527358497,34.2245955111947,2021-11,270,non_crop
g7ZrwtJkSn7RfFxemP3HEQ,0.098169367878413,34.223890414712,2021-11,0,crop
g7ZrwtJkSn7RfFxemP3HEQ,0.098169367878413,34.223890414712,2021-11,90,undecided
g7ZrwtJkSn7RfFxemP3HEQ,0.098169367878413,34.223890414712,2021-11,180,undecided
g7ZrwtJkSn7RfFxemP3HEQ,0.098169367878413,34.223890414712,2021-11,270,undecided
aYsrmZS-YqHuGIlNOpOP5Q,0.098129545117367,34.2239836306001,2021-11,0,undecided
aYsrmZS-YqHuGIlNOpOP5Q,0.098129545117367,34.2239836306001,2021-11,90,crop
aYsrmZS-YqHuGIlNOpOP5Q,0.098129545117367,34.2239836306001,2021-11,180,non_crop
aYsrmZS-YqHuGIlNOpOP5Q,0.098129545117367,34.2239836306001,2021-11,270,undecided
cAGTIyX3VjCyW9ay_3iwyA,-0.441490732819586,34.2238547059612,2021-11,0,undecided
cAGTIyX3VjCyW9ay_3iwyA,-0.441490732819586,34.2238547059612,2021-11,90,undecided
cAGTIyX3VjCyW9ay_3iwyA,-0.441490732819586,34.2238547059612,2021-11,180,non_crop
cAGTIyX3VjCyW9ay_3iwyA,-0.441490732819586,34.2238547059612,2021-11,270,undecided
ZMYr88EuYIxRBzJOG5KtZw,-1.00901815388767,34.2238011852178,2021-11,0,non_crop
ZMYr88EuYIxRBzJOG5KtZw,-1.00901815388767,34.2238011852178,2021-11,90,undecided
ZMYr88EuYIxRBzJOG5KtZw,-1.00901815388767,34.2238011852178,2021-11,180,non_crop
ZMYr88EuYIxRBzJOG5KtZw,-1.00901815388767,34.2238011852178,2021-11,270,undecided
vAOsJYfDHqOm2-K0j_eJLg,-1.009106661947,34.2239780325604,2021-11,0,undecided
vAOsJYfDHqOm2-K0j_eJLg,-1.009106661947,34.2239780325604,2021-11,90,non_crop
vAOsJYfDHqOm2-K0j_eJLg,-1.009106661947,34.2239780325604,2021-11,180,non_crop
vAOsJYfDHqOm2-K0j_eJLg,-1.009106661947,34.2239780325604,2021-11,270,non_crop
ysvtFM3JvgPIixanYmuLBg,0.274182346897797,34.2240180670183,2021-11,0,undecided
ysvtFM3JvgPIixanYmuLBg,0.274182346897797,34.2240180670183,2021-11,90,undecided
ysvtFM3JvgPIixanYmuLBg,0.274182346897797,34.2240180670183,2021-11,180,undecided
ysvtFM3JvgPIixanYmuLBg,0.274182346897797,34.2240180670183,2021-11,270,undecided
qLHvktPjC02wNfY4U2d1TQ,0.273727168616092,34.2241155237066,2018-06,0,crop
qLHvktPjC02wNfY4U2d1TQ,0.273727168616092,34.2241155237066,2018-06,90,undecided
qLHvktPjC02wNfY4U2d1TQ,0.273727168616092,34.2241155237066,2018-06,180,undecided
qLHvktPjC02wNfY4U2d1TQ,0.273727168616092,34.2241155237066,2018-06,270,undecided
aOX9mINYMF90GTp2TPaxAQ,0.27373908236634,34.224101104534,2021-11,0,undecided
aOX9mINYMF90GTp2TPaxAQ,0.27373908236634,34.224101104534,2021-11,90,crop
aOX9mINYMF90GTp2TPaxAQ,0.27373908236634,34.224101104534,2021-11,180,undecided
aOX9mINYMF90GTp2TPaxAQ,0.27373908236634,34.224101104534,2021-11,270,undecided
NWfaUdatrPwcuBgcg37pFg,0.273246086201462,34.2241894007253,2021-11,0,undecided
NWfaUdatrPwcuBgcg37pFg,0.273246086201462,34.2241894007253,2021-11,90,undecided
NWfaUdatrPwcuBgcg37pFg,0.273246086201462,34.2241894007253,2021-11,180,undecided
NWfaUdatrPwcuBgcg37pFg,0.273246086201462,34.2241894007253,2021-11,270,undecided
qvvNVK3yIZHpQy6a8wgzFQ,0.27271853136328,34.2242887232343,2021-11,0,undecided
qvvNVK3yIZHpQy6a8wgzFQ,0.27271853136328,34.2242887232343,2021-11,90,undecided
qvvNVK3yIZHpQy6a8wgzFQ,0.27271853136328,34.2242887232343,2021-11,180,undecided
qvvNVK3yIZHpQy6a8wgzFQ,0.27271853136328,34.2242887232343,2021-11,270,non_crop
AF7xjJwvbU873ge5bRmD4A,0.271759751277697,34.2244485211306,2018-06,0,crop
AF7xjJwvbU873ge5bRmD4A,0.271759751277697,34.2244485211306,2018-06,90,crop
AF7xjJwvbU873ge5bRmD4A,0.271759751277697,34.2244485211306,2018-06,180,undecided
AF7xjJwvbU873ge5bRmD4A,0.271759751277697,34.2244485211306,2018-06,270,undecided
JvAwr6dSl5VDF3NMh7GOmw,0.271807088707175,34.2244327449179,2021-11,0,undecided
JvAwr6dSl5VDF3NMh7GOmw,0.271807088707175,34.2244327449179,2021-11,90,undecided
JvAwr6dSl5VDF3NMh7GOmw,0.271807088707175,34.2244327449179,2021-11,180,non_crop
JvAwr6dSl5VDF3NMh7GOmw,0.271807088707175,34.2244327449179,2021-11,270,crop
E9Egg09SGilhajdPpDkbTQ,0.271236892065148,34.2244984791194,2021-11,0,undecided
E9Egg09SGilhajdPpDkbTQ,0.271236892065148,34.2244984791194,2021-11,90,non_crop
E9Egg09SGilhajdPpDkbTQ,0.271236892065148,34.2244984791194,2021-11,180,undecided
E9Egg09SGilhajdPpDkbTQ,0.271236892065148,34.2244984791194,2021-11,270,undecided
XEnoZSvyZTygXppCeRkAEw,0.270711324810366,34.2245447050775,2021-11,0,non_crop
XEnoZSvyZTygXppCeRkAEw,0.270711324810366,34.2245447050775,2021-11,90,non_crop
XEnoZSvyZTygXppCeRkAEw,0.270711324810366,34.2245447050775,2021-11,180,undecided
XEnoZSvyZTygXppCeRkAEw,0.270711324810366,34.2245447050775,2021-11,270,non_crop
0dUhk4eHUT6kdfejz9Mj-g,0.270311702853434,34.2245591241788,2021-11,0,non_crop
0dUhk4eHUT6kdfejz9Mj-g,0.270311702853434,34.2245591241788,2021-11,90,non_crop
0dUhk4eHUT6kdfejz9Mj-g,0.270311702853434,34.2245591241788,2021-11,180,undecided
0dUhk4eHUT6kdfejz9Mj-g,0.270311702853434,34.2245591241788,2021-11,270,undecided
y69fhJjw4T1xCn4ZSFVyhg,0.269772706992227,34.2246168005608,2018-06,0,undecided
y69fhJjw4T1xCn4ZSFVyhg,0.269772706992227,34.2246168005608,2018-06,90,crop
y69fhJjw4T1xCn4ZSFVyhg,0.269772706992227,34.2246168005608,2018-06,180,crop
y69fhJjw4T1xCn4ZSFVyhg,0.269772706992227,34.2246168005608,2018-06,270,undecided
fZWwkLFm7brDJrQpZNfjIg,0.26979198556756,34.2245805831899,2021-11,0,non_crop
fZWwkLFm7brDJrQpZNfjIg,0.26979198556756,34.2245805831899,2021-11,90,undecided
fZWwkLFm7brDJrQpZNfjIg,0.26979198556756,34.2245805831899,2021-11,180,undecided
fZWwkLFm7brDJrQpZNfjIg,0.26979198556756,34.2245805831899,2021-11,270,undecided
nrJ-VFfc8fzKhD4n5rn66A,0.269251928123865,34.224602042196,2021-11,0,undecided
nrJ-VFfc8fzKhD4n5rn66A,0.269251928123865,34.224602042196,2021-11,90,undecided
nrJ-VFfc8fzKhD4n5rn66A,0.269251928123865,34.224602042196,2021-11,180,undecided
nrJ-VFfc8fzKhD4n5rn66A,0.269251928123865,34.224602042196,2021-11,270,non_crop
62KlU7pv4owcDwhfpiAOrA,0.268820503205203,34.2246237556514,2021-11,0,non_crop
62KlU7pv4owcDwhfpiAOrA,0.268820503205203,34.2246237556514,2021-11,90,undecided
62KlU7pv4owcDwhfpiAOrA,0.268820503205203,34.2246237556514,2021-11,180,undecided
62KlU7pv4owcDwhfpiAOrA,0.268820503205203,34.2246237556514,2021-11,270,undecided
NHLzCai-an1u1AHplHzI0g,0.268334452070388,34.2246437727385,2021-11,0,undecided
NHLzCai-an1u1AHplHzI0g,0.268334452070388,34.2246437727385,2021-11,90,undecided
NHLzCai-an1u1AHplHzI0g,0.268334452070388,34.2246437727385,2021-11,180,undecided
NHLzCai-an1u1AHplHzI0g,0.268334452070388,34.2246437727385,2021-11,270,undecided
c6WEftuU5HvWlr85KPX-qA,0.267774524140303,34.2246722716344,2018-06,0,undecided
c6WEftuU5HvWlr85KPX-qA,0.267774524140303,34.2246722716344,2018-06,90,undecided
c6WEftuU5HvWlr85KPX-qA,0.267774524140303,34.2246722716344,2018-06,180,crop
c6WEftuU5HvWlr85KPX-qA,0.267774524140303,34.2246722716344,2018-06,270,undecided
FizL-aib-h37kcqNnn8FCA,0.267817496491813,34.2246652317294,2021-11,0,undecided
FizL-aib-h37kcqNnn8FCA,0.267817496491813,34.2246652317294,2021-11,90,undecided
FizL-aib-h37kcqNnn8FCA,0.267817496491813,34.2246652317294,2021-11,180,undecided
FizL-aib-h37kcqNnn8FCA,0.267817496491813,34.2246652317294,2021-11,270,undecided
WLmj4B6hnOlbu0lDMZ7oQw,0.267375935182405,34.2246907619846,2018-06,0,crop
WLmj4B6hnOlbu0lDMZ7oQw,0.267375935182405,34.2246907619846,2018-06,90,undecided
WLmj4B6hnOlbu0lDMZ7oQw,0.267375935182405,34.2246907619846,2018-06,180,undecided
WLmj4B6hnOlbu0lDMZ7oQw,0.267375935182405,34.2246907619846,2018-06,270,crop
kz38r3Rr-xOQVd8v8u9m6A,0.267368857690579,34.2246777848126,2021-11,0,undecided
kz38r3Rr-xOQVd8v8u9m6A,0.267368857690579,34.2246777848126,2021-11,90,non_crop
kz38r3Rr-xOQVd8v8u9m6A,0.267368857690579,34.2246777848126,2021-11,180,undecided
kz38r3Rr-xOQVd8v8u9m6A,0.267368857690579,34.2246777848126,2021-11,270,undecided
nRn9bfl6t8vra1WZ24y7ew,0.266843503789123,34.2246962751617,2021-11,0,non_crop
nRn9bfl6t8vra1WZ24y7ew,0.266843503789123,34.2246962751617,2021-11,90,non_crop
nRn9bfl6t8vra1WZ24y7ew,0.266843503789123,34.2246962751617,2021-11,180,non_crop
nRn9bfl6t8vra1WZ24y7ew,0.266843503789123,34.2246962751617,2021-11,270,non_crop
oGbACQ4JeZNNoYMnort_pQ,0.266357000417799,34.2247189215933,2021-11,0,non_crop
oGbACQ4JeZNNoYMnort_pQ,0.266357000417799,34.2247189215933,2021-11,90,non_crop
oGbACQ4JeZNNoYMnort_pQ,0.266357000417799,34.2247189215933,2021-11,180,non_crop
oGbACQ4JeZNNoYMnort_pQ,0.266357000417799,34.2247189215933,2021-11,270,non_crop
9InPDGqUOA3VO4cfaU4bRw,0.265778544441923,34.2247463178306,2021-11,0,non_crop
9InPDGqUOA3VO4cfaU4bRw,0.265778544441923,34.2247463178306,2021-11,90,undecided
9InPDGqUOA3VO4cfaU4bRw,0.265778544441923,34.2247463178306,2021-11,180,non_crop
9InPDGqUOA3VO4cfaU4bRw,0.265778544441923,34.2247463178306,2021-11,270,non_crop
v-xaAUa5uQDjYxm4lz0zOA,0.265388450649642,34.2247688794314,2021-11,0,non_crop
v-xaAUa5uQDjYxm4lz0zOA,0.265388450649642,34.2247688794314,2021-11,90,non_crop
v-xaAUa5uQDjYxm4lz0zOA,0.265388450649642,34.2247688794314,2021-11,180,non_crop
v-xaAUa5uQDjYxm4lz0zOA,0.265388450649642,34.2247688794314,2021-11,270,non_crop
uZUF7_eMq0AsissZm9BOQg,0.098056849151558,34.2243849073525,2021-11,0,crop
uZUF7_eMq0AsissZm9BOQg,0.098056849151558,34.2243849073525,2021-11,90,crop
uZUF7_eMq0AsissZm9BOQg,0.098056849151558,34.2243849073525,2021-11,180,undecided
uZUF7_eMq0AsissZm9BOQg,0.098056849151558,34.2243849073525,2021-11,270,undecided
U3Zv6epzznIXLOYoqhalBA,0.098032193346379,34.2244773593619,2021-11,0,crop
U3Zv6epzznIXLOYoqhalBA,0.098032193346379,34.2244773593619,2021-11,90,crop
U3Zv6epzznIXLOYoqhalBA,0.098032193346379,34.2244773593619,2021-11,180,non_crop
U3Zv6epzznIXLOYoqhalBA,0.098032193346379,34.2244773593619,2021-11,270,undecided
fd_IXaztnXpW2-zhj-Hm5A,-0.441607739369467,34.2243117090427,2021-11,0,crop
fd_IXaztnXpW2-zhj-Hm5A,-0.441607739369467,34.2243117090427,2021-11,90,undecided
fd_IXaztnXpW2-zhj-Hm5A,-0.441607739369467,34.2243117090427,2021-11,180,non_crop
fd_IXaztnXpW2-zhj-Hm5A,-0.441607739369467,34.2243117090427,2021-11,270,non_crop
rhOFAtaTlUm_ut1if3zjtA,-0.441649627547508,34.2244899124714,2021-11,0,undecided
rhOFAtaTlUm_ut1if3zjtA,-0.441649627547508,34.2244899124714,2021-11,90,undecided
rhOFAtaTlUm_ut1if3zjtA,-0.441649627547508,34.2244899124714,2021-11,180,non_crop
rhOFAtaTlUm_ut1if3zjtA,-0.441649627547508,34.2244899124714,2021-11,270,non_crop
_4ORu0lrjGvwQTvq9H0_tw,0.26876561970787,34.2246262153785,2021-11,0,undecided
_4ORu0lrjGvwQTvq9H0_tw,0.26876561970787,34.2246262153785,2021-11,90,crop
_4ORu0lrjGvwQTvq9H0_tw,0.26876561970787,34.2246262153785,2021-11,180,undecided
_4ORu0lrjGvwQTvq9H0_tw,0.26876561970787,34.2246262153785,2021-11,270,undecided
AoE3_V61UeoYlggevwpunw,0.268229079823232,34.2246477591917,2021-11,0,undecided
AoE3_V61UeoYlggevwpunw,0.268229079823232,34.2246477591917,2021-11,90,undecided
AoE3_V61UeoYlggevwpunw,0.268229079823232,34.2246477591917,2021-11,180,undecided
AoE3_V61UeoYlggevwpunw,0.268229079823232,34.2246477591917,2021-11,270,undecided
xos79RXAkLUCI1aCCc0opA,0.267767006013182,34.2246672673646,2021-11,0,undecided
xos79RXAkLUCI1aCCc0opA,0.267767006013182,34.2246672673646,2021-11,90,undecided
xos79RXAkLUCI1aCCc0opA,0.267767006013182,34.2246672673646,2021-11,180,undecided
xos79RXAkLUCI1aCCc0opA,0.267767006013182,34.2246672673646,2021-11,270,undecided
vqff6083z4NgdvxrNvNzcQ,0.26722344300995,34.2246827890818,2021-11,0,undecided
vqff6083z4NgdvxrNvNzcQ,0.26722344300995,34.2246827890818,2021-11,90,non_crop
vqff6083z4NgdvxrNvNzcQ,0.26722344300995,34.2246827890818,2021-11,180,undecided
vqff6083z4NgdvxrNvNzcQ,0.26722344300995,34.2246827890818,2021-11,270,undecided
6wSWtj_QB3zHPbu4wAqEcA,0.266705324418044,34.2247026365195,2021-11,0,non_crop
6wSWtj_QB3zHPbu4wAqEcA,0.266705324418044,34.2247026365195,2021-11,90,non_crop
6wSWtj_QB3zHPbu4wAqEcA,0.266705324418044,34.2247026365195,2021-11,180,non_crop
6wSWtj_QB3zHPbu4wAqEcA,0.266705324418044,34.2247026365195,2021-11,270,non_crop
fEk6jERdbZBR904gOkfHHQ,0.266234306320882,34.2247251133133,2021-11,0,non_crop
fEk6jERdbZBR904gOkfHHQ,0.266234306320882,34.2247251133133,2021-11,90,non_crop
fEk6jERdbZBR904gOkfHHQ,0.266234306320882,34.2247251133133,2021-11,180,non_crop
fEk6jERdbZBR904gOkfHHQ,0.266234306320882,34.2247251133133,2021-11,270,undecided
4ErZx_RMBNMgON3b21JM1w,0.263827533653745,34.2250667598853,2021-11,0,undecided
4ErZx_RMBNMgON3b21JM1w,0.263827533653745,34.2250667598853,2021-11,90,undecided
4ErZx_RMBNMgON3b21JM1w,0.263827533653745,34.2250667598853,2021-11,180,undecided
4ErZx_RMBNMgON3b21JM1w,0.263827533653745,34.2250667598853,2021-11,270,undecided
Gj_G6xUry_9GUUUUIsTSFA,0.263400486600562,34.225192374894,2021-11,0,non_crop
Gj_G6xUry_9GUUUUIsTSFA,0.263400486600562,34.225192374894,2021-11,90,non_crop
Gj_G6xUry_9GUUUUIsTSFA,0.263400486600562,34.225192374894,2021-11,180,undecided
Gj_G6xUry_9GUUUUIsTSFA,0.263400486600562,34.225192374894,2021-11,270,undecided
R49CjajxXUao_KUqnxfbCA,0.09796113920867,34.2248885576029,2021-11,0,crop
R49CjajxXUao_KUqnxfbCA,0.09796113920867,34.2248885576029,2021-11,90,undecided
R49CjajxXUao_KUqnxfbCA,0.09796113920867,34.2248885576029,2021-11,180,non_crop
R49CjajxXUao_KUqnxfbCA,0.09796113920867,34.2248885576029,2021-11,270,undecided
IgBHCR9el3EMPwLpHCfceQ,0.09793354942612,34.2249670989666,2021-11,0,undecided
IgBHCR9el3EMPwLpHCfceQ,0.09793354942612,34.2249670989666,2021-11,90,non_crop
IgBHCR9el3EMPwLpHCfceQ,0.09793354942612,34.2249670989666,2021-11,180,non_crop
IgBHCR9el3EMPwLpHCfceQ,0.09793354942612,34.2249670989666,2021-11,270,undecided
c-C3Xudmjd0scjAIMg1pfQ,-0.441754086781141,34.2249168867852,2021-11,0,undecided
c-C3Xudmjd0scjAIMg1pfQ,-0.441754086781141,34.2249168867852,2021-11,90,non_crop
c-C3Xudmjd0scjAIMg1pfQ,-0.441754086781141,34.2249168867852,2021-11,180,non_crop
c-C3Xudmjd0scjAIMg1pfQ,-0.441754086781141,34.2249168867852,2021-11,270,non_crop
2LLG9K-UVHKZOpFK6rfZJw,-0.441798033936005,34.2251004325281,2021-11,0,undecided
2LLG9K-UVHKZOpFK6rfZJw,-0.441798033936005,34.2251004325281,2021-11,90,undecided
2LLG9K-UVHKZOpFK6rfZJw,-0.441798033936005,34.2251004325281,2021-11,180,non_crop
2LLG9K-UVHKZOpFK6rfZJw,-0.441798033936005,34.2251004325281,2021-11,270,non_crop
uSZGippoJD9jrs-KO-JhAA,-1.00988186021603,34.2247916106627,2021-11,0,undecided
uSZGippoJD9jrs-KO-JhAA,-1.00988186021603,34.2247916106627,2021-11,90,undecided
uSZGippoJD9jrs-KO-JhAA,-1.00988186021603,34.2247916106627,2021-11,180,undecided
uSZGippoJD9jrs-KO-JhAA,-1.00988186021603,34.2247916106627,2021-11,270,non_crop
hacj4xFxJuudAjFMth8QaQ,-1.01017142010293,34.225007132983,2021-11,0,non_crop
hacj4xFxJuudAjFMth8QaQ,-1.01017142010293,34.225007132983,2021-11,90,non_crop
hacj4xFxJuudAjFMth8QaQ,-1.01017142010293,34.225007132983,2021-11,180,undecided
hacj4xFxJuudAjFMth8QaQ,-1.01017142010293,34.225007132983,2021-11,270,non_crop
aFSTOK6jx2VGnZHKIO6WaQ,-1.01051448011811,34.2252280831122,2021-11,0,non_crop
aFSTOK6jx2VGnZHKIO6WaQ,-1.01051448011811,34.2252280831122,2021-11,90,non_crop
aFSTOK6jx2VGnZHKIO6WaQ,-1.01051448011811,34.2252280831122,2021-11,180,undecided
aFSTOK6jx2VGnZHKIO6WaQ,-1.01051448011811,34.2252280831122,2021-11,270,non_crop
L755eAgBCPCCgcFB7uuliQ,-1.01281709701072,34.2252984816954,2021-11,0,undecided
L755eAgBCPCCgcFB7uuliQ,-1.01281709701072,34.2252984816954,2021-11,90,undecided
L755eAgBCPCCgcFB7uuliQ,-1.01281709701072,34.2252984816954,2021-11,180,non_crop
L755eAgBCPCCgcFB7uuliQ,-1.01281709701072,34.2252984816954,2021-11,270,non_crop
HKi2GlCfaPQJJpJLiTJ-SA,-1.0131022499894,34.225321806515,2021-11,0,undecided
HKi2GlCfaPQJJpJLiTJ-SA,-1.0131022499894,34.225321806515,2021-11,90,non_crop
HKi2GlCfaPQJJpJLiTJ-SA,-1.0131022499894,34.225321806515,2021-11,180,undecided
HKi2GlCfaPQJJpJLiTJ-SA,-1.0131022499894,34.225321806515,2021-11,270,non_crop
TI7MYzGCpaKyP5tIaAU56Q,0.267468401052375,34.2246776999945,2021-11,0,undecided
TI7MYzGCpaKyP5tIaAU56Q,0.267468401052375,34.2246776999945,2021-11,90,undecided
TI7MYzGCpaKyP5tIaAU56Q,0.267468401052375,34.2246776999945,2021-11,180,undecided
TI7MYzGCpaKyP5tIaAU56Q,0.267468401052375,34.2246776999945,2021-11,270,undecided
pyvjRD-Ln0O5pWQwlvonNQ,0.264494340219545,34.2249050970966,2021-11,0,non_crop
pyvjRD-Ln0O5pWQwlvonNQ,0.264494340219545,34.2249050970966,2021-11,90,non_crop
pyvjRD-Ln0O5pWQwlvonNQ,0.264494340219545,34.2249050970966,2021-11,180,undecided
pyvjRD-Ln0O5pWQwlvonNQ,0.264494340219545,34.2249050970966,2021-11,270,undecided
pmIl2DXGVilcrKlxbsHLDw,0.263694368767685,34.2251051823206,2018-06,0,non_crop
pmIl2DXGVilcrKlxbsHLDw,0.263694368767685,34.2251051823206,2018-06,90,non_crop
pmIl2DXGVilcrKlxbsHLDw,0.263694368767685,34.2251051823206,2018-06,180,undecided
pmIl2DXGVilcrKlxbsHLDw,0.263694368767685,34.2251051823206,2018-06,270,undecided
rtGWh-c-3dizBB19dZo4fw,0.263727855556284,34.2250946649227,2021-11,0,undecided
rtGWh-c-3dizBB19dZo4fw,0.263727855556284,34.2250946649227,2021-11,90,non_crop
rtGWh-c-3dizBB19dZo4fw,0.263727855556284,34.2250946649227,2021-11,180,non_crop
rtGWh-c-3dizBB19dZo4fw,0.263727855556284,34.2250946649227,2021-11,270,non_crop
jjNx7np557RgkHAEYbsChA,0.26321357383153,34.2252533587544,2021-11,0,non_crop
jjNx7np557RgkHAEYbsChA,0.26321357383153,34.2252533587544,2021-11,90,non_crop
jjNx7np557RgkHAEYbsChA,0.26321357383153,34.2252533587544,2021-11,180,non_crop
jjNx7np557RgkHAEYbsChA,0.26321357383153,34.2252533587544,2021-11,270,non_crop
DpMwmS4BsUfyHuswIgASnw,0.262785883315291,34.2254173109858,2021-11,0,non_crop
DpMwmS4BsUfyHuswIgASnw,0.262785883315291,34.2254173109858,2021-11,90,non_crop
DpMwmS4BsUfyHuswIgASnw,0.262785883315291,34.2254173109858,2021-11,180,non_crop
DpMwmS4BsUfyHuswIgASnw,0.262785883315291,34.2254173109858,2021-11,270,non_crop
G3YaDzWuY5_5ZmlKMQRRTA,0.262399360520591,34.2256011101562,2021-11,0,non_crop
G3YaDzWuY5_5ZmlKMQRRTA,0.262399360520591,34.2256011101562,2021-11,90,non_crop
G3YaDzWuY5_5ZmlKMQRRTA,0.262399360520591,34.2256011101562,2021-11,180,non_crop
G3YaDzWuY5_5ZmlKMQRRTA,0.262399360520591,34.2256011101562,2021-11,270,non_crop
Qppv1jKUfwqV1mq3eMlH9g,0.097894215866641,34.2253003476812,2021-11,0,non_crop
Qppv1jKUfwqV1mq3eMlH9g,0.097894215866641,34.2253003476812,2021-11,90,undecided
Qppv1jKUfwqV1mq3eMlH9g,0.097894215866641,34.2253003476812,2021-11,180,undecided
Qppv1jKUfwqV1mq3eMlH9g,0.097894215866641,34.2253003476812,2021-11,270,undecided
gPdfcCsdanQbmlVGBsESZg,0.097864708262519,34.2254553091839,2021-11,0,non_crop
gPdfcCsdanQbmlVGBsESZg,0.097864708262519,34.2254553091839,2021-11,90,crop
gPdfcCsdanQbmlVGBsESZg,0.097864708262519,34.2254553091839,2021-11,180,crop
gPdfcCsdanQbmlVGBsESZg,0.097864708262519,34.2254553091839,2021-11,270,non_crop
yhj7e7nKIOD-aVyDiATMhA,-0.441870315586064,34.2254080658861,2021-11,0,undecided
yhj7e7nKIOD-aVyDiATMhA,-0.441870315586064,34.2254080658861,2021-11,90,undecided
yhj7e7nKIOD-aVyDiATMhA,-0.441870315586064,34.2254080658861,2021-11,180,undecided
yhj7e7nKIOD-aVyDiATMhA,-0.441870315586064,34.2254080658861,2021-11,270,non_crop
uO6DkqNR9d7_JY7fpipCgQ,-0.441898594075812,34.2255314751665,2021-11,0,undecided
uO6DkqNR9d7_JY7fpipCgQ,-0.441898594075812,34.2255314751665,2021-11,90,undecided
uO6DkqNR9d7_JY7fpipCgQ,-0.441898594075812,34.2255314751665,2021-11,180,non_crop
uO6DkqNR9d7_JY7fpipCgQ,-0.441898594075812,34.2255314751665,2021-11,270,non_crop
DE10LYHL5fw5yZGEmYeH-Q,-1.01044834768618,34.2251885581003,2021-11,0,undecided
